Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
7;60;Javel 15Art;4;1946-1970;non meublé;21.6;25.9;15.1;2019;PARIS;7511560
10;67;Batignolles;4;Avant 1946;non meublé;21.0;25.2;14.7;2019;PARIS;7511767
7;59;Grenelle;4;Apres 1990;non meublé;23.2;27.8;16.2;2019;PARIS;7511559
11;40;Hôpital-Saint-Louis;4;Avant 1946;meublé;23.7;28.4;16.6;2019;PARIS;7511040
3;64;Chaillot;1;1971-1990;non meublé;29.0;34.8;20.3;2019;PARIS;7511664
11;41;Folie-Méricourt;1;Apres 1990;meublé;26.4;31.7;18.5;2019;PARIS;7511141
14;47;Bercy;4;1946-1970;meublé;20.1;24.1;14.1;2019;PARIS;7511247
11;41;Folie-Méricourt;4;Avant 1946;non meublé;21.0;25.2;14.7;2019;PARIS;7511141
1;25;Saint-Thomas-d'Aquin;4;1946-1970;non meublé;22.8;27.4;16.0;2019;PARIS;7510725
11;43;Roquette;3;Apres 1990;non meublé;20.4;24.5;14.3;2019;PARIS;7511143
5;53;Montparnasse;4;Avant 1946;meublé;22.4;26.9;15.7;2019;PARIS;7511453
4;8;Bonne-Nouvelle;1;Avant 1946;non meublé;30.6;36.7;21.4;2019;PARIS;7510208
2;5;Gaillon;2;Apres 1990;meublé;29.9;35.9;20.9;2019;PARIS;7510205
2;30;Faubourg-du-Roule;2;1971-1990;non meublé;25.1;30.1;17.6;2019;PARIS;7510830
13;72;La Chapelle;2;1971-1990;meublé;20.0;24.0;14.0;2019;PARIS;7511872
3;64;Chaillot;4;Apres 1990;non meublé;24.9;29.9;17.4;2019;PARIS;7511664
4;11;Archives;1;1946-1970;meublé;33.0;39.6;23.1;2019;PARIS;7510311
10;18;Jardin-des-Plantes;1;1971-1990;meublé;29.6;35.5;20.7;2019;PARIS;7510518
8;57;Saint-Lambert;4;1971-1990;meublé;24.4;29.3;17.1;2019;PARIS;7511557
4;9;Arts-et-Metiers;2;1971-1990;meublé;25.4;30.5;17.8;2019;PARIS;7510309
4;6;Vivienne;2;Avant 1946;non meublé;27.3;32.8;19.1;2019;PARIS;7510206
4;11;Archives;2;1971-1990;non meublé;22.5;27.0;15.8;2019;PARIS;7510311
4;11;Archives;1;Apres 1990;non meublé;28.5;34.2;20.0;2019;PARIS;7510311
5;52;Croulebarbe;2;1971-1990;non meublé;22.1;26.5;15.5;2019;PARIS;7511352
2;13;Saint-Merri;1;1971-1990;meublé;31.0;37.2;21.7;2019;PARIS;7510413
10;18;Jardin-des-Plantes;3;1946-1970;non meublé;20.4;24.5;14.3;2019;PARIS;7510518
11;54;Parc-de-Montsouris;4;Apres 1990;non meublé;21.1;25.3;14.8;2019;PARIS;7511454
5;53;Montparnasse;4;Apres 1990;meublé;23.3;28.0;16.3;2019;PARIS;7511453
1;28;Gros-Caillou;2;1971-1990;meublé;29.8;35.8;20.9;2019;PARIS;7510728
1;25;Saint-Thomas-d'Aquin;4;Apres 1990;non meublé;29.2;35.0;20.4;2019;PARIS;7510725
1;26;Invalides;1;Avant 1946;meublé;35.1;42.1;24.6;2019;PARIS;7510726
11;40;Hôpital-Saint-Louis;1;Apres 1990;non meublé;23.4;28.1;16.4;2019;PARIS;7511040
3;62;Muette;3;1971-1990;meublé;28.3;34.0;19.8;2019;PARIS;7511662
13;50;Gare;2;Avant 1946;non meublé;21.8;26.2;15.3;2019;PARIS;7511350
13;75;Amérique;3;Avant 1946;meublé;22.8;27.4;16.0;2019;PARIS;7511975
2;31;Madeleine;3;1971-1990;non meublé;22.2;26.6;15.5;2019;PARIS;7510831
13;75;Amérique;3;Apres 1990;non meublé;18.7;22.4;13.1;2019;PARIS;7511975
14;45;Bel-Air;3;1946-1970;meublé;20.7;24.8;14.5;2019;PARIS;7511245
2;34;Chaussée-d'Antin;1;Apres 1990;meublé;35.1;42.1;24.6;2019;PARIS;7510934
6;65;Ternes;3;1946-1970;meublé;25.3;30.4;17.7;2019;PARIS;7511765
2;1;St-Germain-l'Auxerrois;1;1946-1970;meublé;36.0;43.2;25.2;2020;PARIS;7510101
4;11;Archives;1;Avant 1946;non meublé;31.5;37.8;22.05;2021;PARIS;7510311
3;64;Chaillot;3;1946-1970;non meublé;24.8;29.8;17.4;2019;PARIS;7511664
5;2;Halles;4;1971-1990;meublé;24.5;29.4;17.15;2020;PARIS;7510102
5;2;Halles;4;Apres 1990;non meublé;20.4;24.48;14.28;2020;PARIS;7510102
2;3;Palais-Royal;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510103
2;4;Place-Vendôme;2;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510104
2;4;Place-Vendôme;2;Avant 1946;meublé;31.9;38.28;22.33;2020;PARIS;7510104
2;4;Place-Vendôme;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510104
4;7;Mail;3;Avant 1946;non meublé;25.0;30.0;17.5;2020;PARIS;7510207
4;8;Bonne-Nouvelle;1;Apres 1990;non meublé;28.4;34.08;19.88;2020;PARIS;7510208
4;8;Bonne-Nouvelle;2;1971-1990;non meublé;22.7;27.24;15.89;2020;PARIS;7510208
4;6;Vivienne;4;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7510206
4;10;Enfants-Rouges;3;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510310
4;11;Archives;4;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7510311
4;11;Archives;1;Apres 1990;meublé;32.1;38.52;22.47;2020;PARIS;7510311
4;17;Saint-Victor;2;Avant 1946;meublé;31.3;37.56;21.91;2020;PARIS;7510517
4;19;Val-de-Grace;2;Avant 1946;non meublé;27.7;33.24;19.39;2020;PARIS;7510519
4;17;Saint-Victor;3;1971-1990;meublé;27.2;32.64;19.04;2020;PARIS;7510517
10;18;Jardin-des-Plantes;2;Apres 1990;non meublé;24.8;29.76;17.36;2020;PARIS;7510518
4;17;Saint-Victor;3;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510517
2;16;Notre-Dame;1;1946-1970;meublé;36.0;43.2;25.2;2020;PARIS;7510416
2;13;Saint-Merri;3;1946-1970;non meublé;21.7;26.04;15.19;2020;PARIS;7510413
4;12;Sainte-Avoie;1;Avant 1946;meublé;35.1;42.12;24.57;2020;PARIS;7510312
4;12;Sainte-Avoie;2;Avant 1946;non meublé;27.7;33.24;19.39;2020;PARIS;7510312
2;15;Arsenal;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510415
4;12;Sainte-Avoie;2;1971-1990;meublé;25.7;30.84;17.99;2020;PARIS;7510312
10;18;Jardin-des-Plantes;1;Apres 1990;meublé;32.8;39.36;22.96;2020;PARIS;7510518
10;18;Jardin-des-Plantes;4;1971-1990;non meublé;22.0;26.4;15.4;2020;PARIS;7510518
10;18;Jardin-des-Plantes;2;1946-1970;meublé;24.2;29.04;16.94;2020;PARIS;7510518
4;17;Saint-Victor;3;Apres 1990;meublé;26.0;31.2;18.2;2020;PARIS;7510517
10;18;Jardin-des-Plantes;2;Apres 1990;meublé;28.0;33.6;19.6;2020;PARIS;7510518
10;18;Jardin-des-Plantes;4;1946-1970;non meublé;20.6;24.72;14.42;2020;PARIS;7510518
2;13;Saint-Merri;1;1971-1990;non meublé;27.9;33.48;19.53;2020;PARIS;7510413
2;22;Odeon;3;Apres 1990;non meublé;24.5;29.4;17.15;2020;PARIS;7510622
1;27;Ecole-Militaire;3;1971-1990;non meublé;26.3;31.56;18.41;2020;PARIS;7510727
1;26;Invalides;2;1971-1990;meublé;30.2;36.24;21.14;2020;PARIS;7510726
2;21;Monnaie;3;Avant 1946;meublé;30.7;36.84;21.49;2020;PARIS;7510621
2;21;Monnaie;3;1946-1970;non meublé;21.7;26.04;15.19;2020;PARIS;7510621
2;21;Monnaie;1;Avant 1946;non meublé;32.7;39.24;22.89;2020;PARIS;7510621
2;13;Saint-Merri;4;Apres 1990;meublé;29.6;35.52;20.72;2020;PARIS;7510413
1;25;Saint-Thomas-d'Aquin;3;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7510725
1;27;Ecole-Militaire;4;1971-1990;non meublé;24.5;29.4;17.15;2020;PARIS;7510727
1;25;Saint-Thomas-d'Aquin;4;Apres 1990;meublé;33.8;40.56;23.66;2020;PARIS;7510725
1;23;Notre-Dame-des-Champs;3;Avant 1946;non meublé;26.4;31.68;18.48;2020;PARIS;7510623
1;25;Saint-Thomas-d'Aquin;1;1946-1970;meublé;35.3;42.36;24.71;2020;PARIS;7510725
1;25;Saint-Thomas-d'Aquin;1;Apres 1990;non meublé;35.0;42.0;24.5;2020;PARIS;7510725
1;23;Notre-Dame-des-Champs;3;Apres 1990;meublé;32.0;38.4;22.4;2020;PARIS;7510623
1;26;Invalides;3;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7510726
1;25;Saint-Thomas-d'Aquin;3;1946-1970;meublé;28.6;34.32;20.02;2020;PARIS;7510725
2;24;Saint-Germain-des-Prés;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510624
4;20;Sorbonne;4;Apres 1990;non meublé;24.9;29.88;17.43;2020;PARIS;7510520
1;25;Saint-Thomas-d'Aquin;1;Apres 1990;meublé;39.6;47.52;27.72;2020;PARIS;7510725
2;21;Monnaie;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510621
2;22;Odeon;4;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7510622
2;31;Madeleine;1;1971-1990;meublé;31.5;37.8;22.05;2020;PARIS;7510831
2;31;Madeleine;3;Apres 1990;non meublé;24.5;29.4;17.15;2020;PARIS;7510831
9;46;Picpus;1;Avant 1946;non meublé;26.7;32.04;18.69;2020;PARIS;7511246
10;49;Salpêtrière;4;Avant 1946;meublé;23.3;27.96;16.31;2020;PARIS;7511349
10;49;Salpêtrière;4;1946-1970;meublé;23.3;27.96;16.31;2020;PARIS;7511349
5;35;Faubourg-Montmartre;2;1946-1970;meublé;26.8;32.16;18.76;2020;PARIS;7510935
10;49;Salpêtrière;3;Avant 1946;meublé;26.3;31.56;18.41;2020;PARIS;7511349
11;43;Roquette;3;Apres 1990;meublé;23.6;28.32;16.52;2020;PARIS;7511143
11;41;Folie-Méricourt;1;Avant 1946;meublé;31.8;38.16;22.26;2020;PARIS;7511141
5;38;Porte-Saint-Denis;2;Avant 1946;meublé;27.9;33.48;19.53;2020;PARIS;7511038
11;41;Folie-Méricourt;1;1946-1970;meublé;27.0;32.4;18.9;2020;PARIS;7511141
5;33;Saint-Georges;3;Apres 1990;non meublé;23.6;28.32;16.52;2020;PARIS;7510933
5;35;Faubourg-Montmartre;3;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7510935
10;42;Saint-Ambroise;2;Apres 1990;meublé;28.0;33.6;19.6;2020;PARIS;7511142
5;38;Porte-Saint-Denis;4;Apres 1990;meublé;23.1;27.72;16.17;2020;PARIS;7511038
10;44;Sainte-Marguerite;4;1971-1990;non meublé;22.0;26.4;15.4;2020;PARIS;7511144
11;43;Roquette;3;Avant 1946;meublé;26.0;31.2;18.2;2020;PARIS;7511143
5;36;Rochechouart;3;1946-1970;meublé;22.9;27.48;16.03;2020;PARIS;7510936
11;40;Hôpital-Saint-Louis;3;Avant 1946;meublé;26.0;31.2;18.2;2020;PARIS;7511040
10;49;Salpêtrière;3;1971-1990;non meublé;21.8;26.16;15.26;2020;PARIS;7511349
1;26;Invalides;4;Avant 1946;meublé;31.9;38.28;22.33;2020;PARIS;7510726
11;39;Porte-Saint-Martin;2;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7511039
2;30;Faubourg-du-Roule;1;1971-1990;non meublé;27.9;33.48;19.53;2020;PARIS;7510830
3;32;Europe;1;Apres 1990;non meublé;27.6;33.12;19.32;2020;PARIS;7510832
2;34;Chaussée-d'Antin;2;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510934
11;39;Porte-Saint-Martin;2;Apres 1990;non meublé;23.9;28.68;16.73;2020;PARIS;7511039
11;43;Roquette;2;1946-1970;meublé;25.0;30.0;17.5;2020;PARIS;7511143
11;40;Hôpital-Saint-Louis;3;1971-1990;non meublé;19.7;23.64;13.79;2020;PARIS;7511040
10;44;Sainte-Marguerite;3;1946-1970;non meublé;20.7;24.84;14.49;2020;PARIS;7511144
5;35;Faubourg-Montmartre;4;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510935
2;30;Faubourg-du-Roule;1;Apres 1990;non meublé;32.1;38.52;22.47;2020;PARIS;7510830
2;34;Chaussée-d'Antin;2;Apres 1990;meublé;30.2;36.24;21.14;2020;PARIS;7510934
2;30;Faubourg-du-Roule;4;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7510830
2;31;Madeleine;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510831
5;33;Saint-Georges;1;Avant 1946;non meublé;29.1;34.92;20.37;2020;PARIS;7510933
12;56;Plaisance;4;1971-1990;meublé;24.1;28.92;16.87;2020;PARIS;7511456
10;67;Batignolles;2;Avant 1946;non meublé;24.6;29.52;17.22;2020;PARIS;7511767
6;66;Plaine de Monceaux;3;Avant 1946;non meublé;24.8;29.76;17.36;2020;PARIS;7511766
3;64;Chaillot;3;Apres 1990;meublé;27.2;32.64;19.04;2020;PARIS;7511664
12;51;Maison-Blanche;2;1946-1970;meublé;24.6;29.52;17.22;2020;PARIS;7511351
5;53;Montparnasse;1;1946-1970;non meublé;28.0;33.6;19.6;2020;PARIS;7511453
5;53;Montparnasse;1;1946-1970;meublé;31.6;37.92;22.12;2020;PARIS;7511453
3;62;Muette;2;Avant 1946;non meublé;25.0;30.0;17.5;2020;PARIS;7511662
7;60;Javel 15Art;3;1946-1970;meublé;25.7;30.84;17.99;2020;PARIS;7511560
8;57;Saint-Lambert;2;Avant 1946;non meublé;22.6;27.12;15.82;2020;PARIS;7511557
8;57;Saint-Lambert;3;Apres 1990;non meublé;23.5;28.2;16.45;2020;PARIS;7511557
10;67;Batignolles;3;Apres 1990;meublé;26.4;31.68;18.48;2020;PARIS;7511767
7;59;Grenelle;1;Avant 1946;non meublé;27.7;33.24;19.39;2020;PARIS;7511559
6;65;Ternes;3;Apres 1990;non meublé;24.4;29.28;17.08;2020;PARIS;7511765
7;60;Javel 15Art;4;1946-1970;meublé;24.2;29.04;16.94;2020;PARIS;7511560
8;57;Saint-Lambert;4;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511557
3;62;Muette;2;Apres 1990;meublé;30.2;36.24;21.14;2020;PARIS;7511662
8;57;Saint-Lambert;4;Apres 1990;meublé;27.2;32.64;19.04;2020;PARIS;7511557
10;44;Sainte-Marguerite;1;1971-1990;meublé;30.1;36.12;21.07;2020;PARIS;7511144
10;55;Petit-Montrouge;4;Avant 1946;meublé;23.3;27.96;16.31;2020;PARIS;7511455
10;55;Petit-Montrouge;4;1946-1970;non meublé;20.6;24.72;14.42;2020;PARIS;7511455
13;50;Gare;4;Apres 1990;non meublé;16.4;19.68;11.48;2020;PARIS;7511350
12;56;Plaisance;2;Apres 1990;meublé;28.6;34.32;20.02;2020;PARIS;7511456
3;63;Porte-Dauphine;1;1971-1990;meublé;33.2;39.84;23.24;2020;PARIS;7511663
6;58;Necker;4;Apres 1990;meublé;27.9;33.48;19.53;2020;PARIS;7511558
5;52;Croulebarbe;3;Apres 1990;non meublé;23.6;28.32;16.52;2020;PARIS;7511352
6;65;Ternes;3;1946-1970;non meublé;22.4;26.88;15.68;2020;PARIS;7511765
6;65;Ternes;4;Apres 1990;meublé;27.9;33.48;19.53;2020;PARIS;7511765
7;59;Grenelle;3;Apres 1990;non meublé;24.6;29.52;17.22;2020;PARIS;7511559
3;64;Chaillot;1;1971-1990;meublé;33.2;39.84;23.24;2020;PARIS;7511664
4;6;Vivienne;1;Apres 1990;meublé;32.2;38.6;22.5;2019;PARIS;7510206
4;6;Vivienne;4;Avant 1946;meublé;28.0;33.6;19.6;2019;PARIS;7510206
13;73;Villette;1;Avant 1946;non meublé;26.0;31.2;18.2;2020;PARIS;7511973
13;73;Villette;2;Apres 1990;meublé;23.7;28.44;16.59;2020;PARIS;7511973
13;74;Pont-de-Flandre;1;Avant 1946;non meublé;25.7;30.8;18.0;2019;PARIS;7511974
11;77;Belleville;2;Apres 1990;non meublé;23.9;28.68;16.73;2020;PARIS;7512077
3;62;Muette;4;Avant 1946;non meublé;23.7;28.44;16.59;2020;PARIS;7511662
13;74;Pont-de-Flandre;3;Apres 1990;meublé;20.3;24.36;14.21;2020;PARIS;7511974
11;77;Belleville;3;1971-1990;non meublé;19.7;23.64;13.79;2020;PARIS;7512077
14;79;Père-Lachaise;4;Avant 1946;non meublé;20.1;24.12;14.07;2020;PARIS;7512079
13;72;La Chapelle;1;1971-1990;non meublé;21.2;25.44;14.84;2020;PARIS;7511872
13;72;La Chapelle;4;Apres 1990;non meublé;16.4;19.68;11.48;2020;PARIS;7511872
14;79;Père-Lachaise;2;Apres 1990;meublé;26.3;31.56;18.41;2020;PARIS;7512079
3;62;Muette;3;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511662
13;72;La Chapelle;1;Avant 1946;non meublé;26.0;31.2;18.2;2020;PARIS;7511872
13;74;Pont-de-Flandre;1;Avant 1946;meublé;29.4;35.28;20.58;2020;PARIS;7511974
13;73;Villette;4;1971-1990;non meublé;15.0;18.0;10.5;2020;PARIS;7511973
14;76;Combat;2;1946-1970;meublé;23.6;28.32;16.52;2020;PARIS;7511976
9;70;Clignancourt;1;1971-1990;meublé;27.3;32.76;19.11;2020;PARIS;7511870
7;60;Javel 15Art;4;1971-1990;non meublé;21.4;25.68;14.98;2020;PARIS;7511560
5;35;Faubourg-Montmartre;4;Apres 1990;meublé;23.3;28.0;16.3;2019;PARIS;7510935
14;79;Père-Lachaise;4;1971-1990;meublé;19.2;23.0;13.4;2019;PARIS;7512079
14;45;Bel-Air;1;1946-1970;non meublé;23.5;28.2;16.5;2019;PARIS;7511245
1;28;Gros-Caillou;2;1946-1970;non meublé;25.9;31.1;18.1;2019;PARIS;7510728
3;32;Europe;3;Avant 1946;meublé;27.1;32.5;19.0;2019;PARIS;7510832
10;49;Salpêtrière;3;Avant 1946;non meublé;22.8;27.4;16.0;2019;PARIS;7511349
4;9;Arts-et-Metiers;3;Avant 1946;meublé;27.8;33.4;19.5;2019;PARIS;7510309
10;55;Petit-Montrouge;3;1971-1990;non meublé;21.5;25.8;15.1;2019;PARIS;7511455
4;19;Val-de-Grace;2;1971-1990;non meublé;22.5;27.0;15.8;2019;PARIS;7510519
3;62;Muette;2;1971-1990;meublé;30.7;36.84;21.49;2021;PARIS;7511662
7;59;Grenelle;2;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7511559
12;51;Maison-Blanche;1;1971-1990;non meublé;25.9;31.08;18.13;2021;PARIS;7511351
4;20;Sorbonne;3;Avant 1946;meublé;28.5;34.2;19.95;2021;PARIS;7510520
2;22;Odeon;4;Avant 1946;meublé;29.0;34.8;20.3;2021;PARIS;7510622
3;63;Porte-Dauphine;2;1946-1970;meublé;29.6;35.52;20.72;2021;PARIS;7511663
2;24;Saint-Germain-des-Prés;3;1946-1970;meublé;24.8;29.76;17.36;2021;PARIS;7510624
2;29;Champs-Elysées;1;1946-1970;non meublé;31.5;37.8;22.05;2021;PARIS;7510829
2;5;Gaillon;1;1946-1970;meublé;35.4;42.48;24.78;2021;PARIS;7510205
2;5;Gaillon;2;Avant 1946;non meublé;28.6;34.32;20.02;2021;PARIS;7510205
4;6;Vivienne;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510206
13;50;Gare;2;1946-1970;non meublé;19.2;23.04;13.44;2021;PARIS;7511350
2;13;Saint-Merri;4;Avant 1946;non meublé;25.8;30.96;18.06;2021;PARIS;7510413
2;24;Saint-Germain-des-Prés;2;1971-1990;meublé;29.3;35.16;20.51;2021;PARIS;7510624
10;42;Saint-Ambroise;2;Apres 1990;meublé;28.4;34.08;19.88;2021;PARIS;7511142
11;48;Quinze-Vingts;4;Avant 1946;meublé;24.3;29.16;17.01;2021;PARIS;7511248
11;71;Goutte-d'Or;3;Avant 1946;non meublé;23.3;27.96;16.31;2021;PARIS;7511871
5;33;Saint-Georges;3;Apres 1990;meublé;26.4;31.68;18.48;2021;PARIS;7510933
9;46;Picpus;4;Avant 1946;non meublé;21.4;25.68;14.98;2021;PARIS;7511246
11;41;Folie-Méricourt;2;Apres 1990;non meublé;23.4;28.08;16.38;2021;PARIS;7511141
9;70;Clignancourt;1;1946-1970;meublé;28.2;33.84;19.74;2021;PARIS;7511870
5;52;Croulebarbe;4;1946-1970;meublé;24.1;28.92;16.87;2021;PARIS;7511352
14;76;Combat;3;1946-1970;non meublé;19.4;23.28;13.58;2021;PARIS;7511976
5;52;Croulebarbe;1;Apres 1990;meublé;32.3;38.76;22.61;2021;PARIS;7511352
9;69;Grandes-Carrières;1;1971-1990;meublé;27.8;33.36;19.46;2021;PARIS;7511869
11;68;Epinettes;2;1971-1990;non meublé;23.3;27.96;16.31;2021;PARIS;7511768
5;2;Halles;2;Apres 1990;meublé;28.8;34.56;20.16;2021;PARIS;7510102
2;3;Palais-Royal;2;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7510103
7;59;Grenelle;2;Avant 1946;meublé;27.5;33.0;19.25;2021;PARIS;7511559
9;46;Picpus;4;1946-1970;non meublé;17.5;21.0;12.25;2021;PARIS;7511246
5;53;Montparnasse;2;Avant 1946;non meublé;25.3;30.36;17.71;2021;PARIS;7511453
4;14;Saint-Gervais;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510414
11;48;Quinze-Vingts;1;1971-1990;non meublé;26.0;31.2;18.2;2021;PARIS;7511248
5;52;Croulebarbe;2;Avant 1946;non meublé;25.3;30.36;17.71;2021;PARIS;7511352
2;1;St-Germain-l'Auxerrois;1;Avant 1946;meublé;37.2;44.64;26.04;2021;PARIS;7510101
2;3;Palais-Royal;4;1946-1970;non meublé;23.2;27.84;16.24;2021;PARIS;7510103
4;20;Sorbonne;2;1946-1970;meublé;26.0;31.2;18.2;2021;PARIS;7510520
1;25;Saint-Thomas-d'Aquin;3;1946-1970;meublé;29.1;34.92;20.37;2021;PARIS;7510725
10;44;Sainte-Marguerite;4;Apres 1990;non meublé;23.6;28.32;16.52;2021;PARIS;7511144
5;33;Saint-Georges;2;1971-1990;meublé;25.3;30.36;17.71;2021;PARIS;7510933
9;46;Picpus;2;1946-1970;non meublé;20.3;24.36;14.21;2021;PARIS;7511246
13;72;La Chapelle;3;1946-1970;non meublé;16.8;20.16;11.76;2021;PARIS;7511872
11;43;Roquette;3;Avant 1946;meublé;26.2;31.44;18.34;2021;PARIS;7511143
11;77;Belleville;4;1971-1990;meublé;23.3;27.96;16.31;2021;PARIS;7512077
2;21;Monnaie;4;1946-1970;meublé;26.1;31.32;18.27;2021;PARIS;7510621
7;61;Auteuil;1;1946-1970;non meublé;25.7;30.84;17.99;2021;PARIS;7511661
13;72;La Chapelle;1;Avant 1946;non meublé;26.4;31.68;18.48;2021;PARIS;7511872
14;47;Bercy;3;Avant 1946;non meublé;20.8;24.96;14.56;2021;PARIS;7511247
2;13;Saint-Merri;1;Avant 1946;meublé;37.2;44.64;26.04;2021;PARIS;7510413
2;15;Arsenal;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510415
11;43;Roquette;3;1971-1990;non meublé;19.8;23.76;13.86;2021;PARIS;7511143
11;48;Quinze-Vingts;3;1971-1990;meublé;22.3;26.76;15.61;2021;PARIS;7511248
14;47;Bercy;1;1946-1970;meublé;27.0;32.4;18.9;2021;PARIS;7511247
7;60;Javel 15Art;1;1946-1970;meublé;28.9;34.68;20.23;2021;PARIS;7511560
4;12;Sainte-Avoie;3;1946-1970;non meublé;21.9;26.28;15.33;2021;PARIS;7510312
12;56;Plaisance;4;Avant 1946;non meublé;19.5;23.4;13.65;2021;PARIS;7511456
8;57;Saint-Lambert;2;Apres 1990;non meublé;24.0;28.8;16.8;2021;PARIS;7511557
4;19;Val-de-Grace;4;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7510519
2;21;Monnaie;2;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7510621
1;26;Invalides;3;Apres 1990;meublé;33.0;39.6;23.1;2021;PARIS;7510726
7;59;Grenelle;4;1971-1990;meublé;24.3;29.16;17.01;2021;PARIS;7511559
5;33;Saint-Georges;2;1971-1990;non meublé;22.5;27.0;15.75;2021;PARIS;7510933
2;29;Champs-Elysées;2;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7510829
11;54;Parc-de-Montsouris;2;1946-1970;non meublé;22.8;27.36;15.96;2021;PARIS;7511454
6;65;Ternes;4;Apres 1990;non meublé;24.7;29.64;17.29;2021;PARIS;7511765
3;62;Muette;1;1971-1990;meublé;33.6;40.32;23.52;2021;PARIS;7511662
6;66;Plaine de Monceaux;4;Avant 1946;non meublé;23.9;28.68;16.73;2021;PARIS;7511766
9;69;Grandes-Carrières;3;Apres 1990;meublé;25.1;30.12;17.57;2021;PARIS;7511869
5;53;Montparnasse;4;Apres 1990;meublé;24.3;29.16;17.01;2021;PARIS;7511453
7;61;Auteuil;2;Apres 1990;non meublé;25.3;30.36;17.71;2021;PARIS;7511661
1;26;Invalides;1;Avant 1946;meublé;36.2;43.44;25.34;2021;PARIS;7510726
2;22;Odeon;3;1971-1990;meublé;26.0;31.2;18.2;2021;PARIS;7510622
3;64;Chaillot;1;Apres 1990;non meublé;28.9;34.68;20.23;2021;PARIS;7511664
4;12;Sainte-Avoie;4;Apres 1990;non meublé;24.3;29.2;17.0;2019;PARIS;7510312
3;62;Muette;4;Apres 1990;non meublé;24.9;29.9;17.4;2019;PARIS;7511662
4;17;Saint-Victor;3;Apres 1990;meublé;24.5;29.4;17.2;2019;PARIS;7510517
1;27;Ecole-Militaire;4;Avant 1946;non meublé;27.8;33.4;19.5;2019;PARIS;7510727
11;68;Epinettes;1;1946-1970;meublé;26.6;31.9;18.6;2019;PARIS;7511768
2;21;Monnaie;4;Apres 1990;non meublé;26.4;31.7;18.5;2019;PARIS;7510621
11;68;Epinettes;3;Apres 1990;non meublé;20.4;24.5;14.3;2019;PARIS;7511768
2;24;Saint-Germain-des-Prés;4;Apres 1990;meublé;29.8;35.8;20.9;2019;PARIS;7510624
1;23;Notre-Dame-des-Champs;1;Apres 1990;meublé;39.3;47.2;27.5;2019;PARIS;7510623
10;55;Petit-Montrouge;2;1971-1990;non meublé;22.0;26.4;15.4;2019;PARIS;7511455
13;80;Charonne;1;Avant 1946;meublé;29.0;34.8;20.3;2019;PARIS;7512080
11;39;Porte-Saint-Martin;4;Avant 1946;meublé;23.7;28.4;16.6;2019;PARIS;7511039
9;69;Grandes-Carrières;4;Apres 1990;non meublé;19.7;23.6;13.8;2019;PARIS;7511869
14;45;Bel-Air;4;1946-1970;non meublé;17.8;21.4;12.5;2019;PARIS;7511245
5;37;Saint-Vincent-de-Paul;1;1946-1970;meublé;29.8;35.8;20.9;2019;PARIS;7511037
5;33;Saint-Georges;3;Apres 1990;non meublé;23.9;28.7;16.7;2019;PARIS;7510933
5;2;Halles;2;Avant 1946;non meublé;24.2;29.0;16.9;2019;PARIS;7510102
2;22;Odeon;1;Apres 1990;non meublé;31.1;37.3;21.8;2019;PARIS;7510622
14;79;Père-Lachaise;1;1946-1970;non meublé;23.5;28.2;16.5;2019;PARIS;7512079
10;49;Salpêtrière;2;Apres 1990;meublé;27.7;33.2;19.4;2019;PARIS;7511349
