Secteurs géographiques;Numéro du quartier;Nom du quartier;Nombre de pièces principales;Epoque de construction;Type de location;Loyers de référence;Loyers de référence majorés;Loyers de référence minorés;Année;Ville;Numéro INSEE du quartier
13;50;Gare;1;Apres 1990;meublé;26.0;31.2;18.2;2019;PARIS;7511350
13;75;Amérique;2;1971-1990;meublé;20.0;24.0;14.0;2019;PARIS;7511975
2;24;Saint-Germain-des-Prés;4;Apres 1990;non meublé;26.4;31.7;18.5;2019;PARIS;7510624
2;29;Champs-Elysées;3;Apres 1990;meublé;27.8;33.4;19.5;2019;PARIS;7510829
14;76;Combat;2;1971-1990;non meublé;18.6;22.3;13.0;2019;PARIS;7511976
13;75;Amérique;1;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7511975
3;62;Muette;1;1946-1970;non meublé;27.6;33.1;19.3;2019;PARIS;7511662
11;68;Epinettes;4;Apres 1990;meublé;23.8;28.6;16.7;2019;PARIS;7511768
2;4;Place-Vendôme;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510104
5;52;Croulebarbe;1;Apres 1990;non meublé;27.7;33.2;19.4;2019;PARIS;7511352
4;17;Saint-Victor;3;1946-1970;meublé;24.2;29.0;16.9;2019;PARIS;7510517
10;18;Jardin-des-Plantes;1;Avant 1946;meublé;32.2;38.6;22.5;2019;PARIS;7510518
5;52;Croulebarbe;1;1946-1970;non meublé;26.4;31.7;18.5;2019;PARIS;7511352
2;13;Saint-Merri;4;Avant 1946;meublé;29.0;34.8;20.3;2021;PARIS;7510413
5;52;Croulebarbe;4;Avant 1946;non meublé;19.8;23.8;13.9;2019;PARIS;7511352
2;21;Monnaie;3;1946-1970;non meublé;22.0;26.4;15.4;2021;PARIS;7510621
2;13;Saint-Merri;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510413
13;50;Gare;4;Apres 1990;non meublé;16.3;19.6;11.4;2019;PARIS;7511350
11;71;Goutte-d'Or;2;1946-1970;non meublé;22.1;26.5;15.5;2019;PARIS;7511871
13;75;Amérique;3;1946-1970;non meublé;16.4;19.7;11.5;2019;PARIS;7511975
1;26;Invalides;2;1946-1970;non meublé;25.9;31.1;18.1;2019;PARIS;7510726
2;21;Monnaie;2;Avant 1946;meublé;31.5;37.8;22.1;2019;PARIS;7510621
1;26;Invalides;4;Avant 1946;non meublé;27.8;33.4;19.5;2019;PARIS;7510726
2;31;Madeleine;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510831
10;49;Salpêtrière;4;Avant 1946;meublé;23.7;28.4;16.6;2019;PARIS;7511349
5;33;Saint-Georges;3;Avant 1946;meublé;25.3;30.4;17.7;2019;PARIS;7510933
9;69;Grandes-Carrières;3;1946-1970;meublé;20.3;24.4;14.2;2019;PARIS;7511869
5;37;Saint-Vincent-de-Paul;1;1971-1990;non meublé;26.3;31.6;18.4;2019;PARIS;7511037
11;40;Hôpital-Saint-Louis;3;1946-1970;non meublé;18.7;22.4;13.1;2019;PARIS;7511040
2;34;Chaussée-d'Antin;3;Avant 1946;meublé;29.6;35.5;20.7;2019;PARIS;7510934
1;28;Gros-Caillou;4;1946-1970;non meublé;22.8;27.4;16.0;2019;PARIS;7510728
2;3;Palais-Royal;1;Avant 1946;non meublé;33.1;39.72;23.17;2021;PARIS;7510103
11;54;Parc-de-Montsouris;3;Avant 1946;meublé;25.5;30.6;17.9;2019;PARIS;7511454
3;63;Porte-Dauphine;3;Avant 1946;non meublé;24.5;29.4;17.15;2021;PARIS;7511663
3;32;Europe;3;Avant 1946;meublé;27.6;33.12;19.32;2021;PARIS;7510832
11;39;Porte-Saint-Martin;4;Avant 1946;meublé;24.3;29.16;17.01;2021;PARIS;7511039
3;32;Europe;1;1946-1970;non meublé;28.8;34.56;20.16;2021;PARIS;7510832
2;30;Faubourg-du-Roule;3;Apres 1990;non meublé;24.8;29.76;17.36;2021;PARIS;7510830
6;66;Plaine de Monceaux;3;1946-1970;meublé;26.2;31.44;18.34;2021;PARIS;7511766
12;51;Maison-Blanche;3;1971-1990;meublé;23.0;27.6;16.1;2021;PARIS;7511351
2;1;St-Germain-l'Auxerrois;2;Avant 1946;meublé;32.2;38.64;22.54;2021;PARIS;7510101
13;50;Gare;3;Avant 1946;non meublé;20.6;24.72;14.42;2021;PARIS;7511350
6;65;Ternes;4;1946-1970;non meublé;21.9;26.28;15.33;2021;PARIS;7511765
7;61;Auteuil;4;1946-1970;non meublé;21.5;25.8;15.05;2021;PARIS;7511661
6;58;Necker;3;1971-1990;non meublé;23.9;28.68;16.73;2021;PARIS;7511558
4;8;Bonne-Nouvelle;4;1971-1990;non meublé;22.3;26.76;15.61;2021;PARIS;7510208
4;8;Bonne-Nouvelle;4;Apres 1990;meublé;28.2;33.84;19.74;2021;PARIS;7510208
4;10;Enfants-Rouges;4;Avant 1946;non meublé;25.5;30.6;17.85;2021;PARIS;7510310
14;47;Bercy;3;Avant 1946;meublé;23.4;28.08;16.38;2021;PARIS;7511247
14;79;Père-Lachaise;2;1946-1970;meublé;23.6;28.32;16.52;2021;PARIS;7512079
13;74;Pont-de-Flandre;2;Avant 1946;meublé;25.2;30.24;17.64;2021;PARIS;7511974
2;1;St-Germain-l'Auxerrois;3;1946-1970;non meublé;22.0;26.4;15.4;2021;PARIS;7510101
11;71;Goutte-d'Or;2;1971-1990;non meublé;23.3;27.96;16.31;2021;PARIS;7511871
1;25;Saint-Thomas-d'Aquin;2;1946-1970;non meublé;26.9;32.28;18.83;2021;PARIS;7510725
1;25;Saint-Thomas-d'Aquin;4;1971-1990;non meublé;25.1;30.12;17.57;2021;PARIS;7510725
2;22;Odeon;1;Apres 1990;meublé;37.2;44.64;26.04;2021;PARIS;7510622
4;20;Sorbonne;4;1971-1990;meublé;25.1;30.12;17.57;2021;PARIS;7510520
4;10;Enfants-Rouges;3;1971-1990;non meublé;24.4;29.28;17.08;2021;PARIS;7510310
10;44;Sainte-Marguerite;3;1946-1970;meublé;24.0;28.8;16.8;2021;PARIS;7511144
2;34;Chaussée-d'Antin;2;Apres 1990;non meublé;27.1;32.52;18.97;2021;PARIS;7510934
11;68;Epinettes;2;Avant 1946;meublé;27.6;33.12;19.32;2021;PARIS;7511768
5;52;Croulebarbe;3;Avant 1946;meublé;26.1;31.32;18.27;2021;PARIS;7511352
12;56;Plaisance;3;Avant 1946;meublé;25.2;30.24;17.64;2021;PARIS;7511456
13;80;Charonne;4;Apres 1990;meublé;18.7;22.44;13.09;2021;PARIS;7512080
11;54;Parc-de-Montsouris;3;Avant 1946;meublé;26.2;31.44;18.34;2021;PARIS;7511454
11;54;Parc-de-Montsouris;1;Apres 1990;meublé;27.3;32.76;19.11;2021;PARIS;7511454
14;76;Combat;3;Apres 1990;meublé;24.1;28.92;16.87;2021;PARIS;7511976
9;70;Clignancourt;4;Avant 1946;non meublé;21.4;25.68;14.98;2021;PARIS;7511870
13;50;Gare;2;Avant 1946;meublé;25.2;30.24;17.64;2021;PARIS;7511350
5;38;Porte-Saint-Denis;3;1971-1990;meublé;23.4;28.08;16.38;2021;PARIS;7511038
5;35;Faubourg-Montmartre;3;Apres 1990;non meublé;23.5;28.2;16.45;2021;PARIS;7510935
3;32;Europe;1;Avant 1946;non meublé;28.2;33.84;19.74;2021;PARIS;7510832
2;1;St-Germain-l'Auxerrois;3;1971-1990;non meublé;23.1;27.72;16.17;2021;PARIS;7510101
5;2;Halles;4;1946-1970;non meublé;21.4;25.68;14.98;2021;PARIS;7510102
2;3;Palais-Royal;1;1971-1990;meublé;32.1;38.52;22.47;2021;PARIS;7510103
4;8;Bonne-Nouvelle;4;Avant 1946;meublé;28.7;34.44;20.09;2021;PARIS;7510208
1;28;Gros-Caillou;3;Avant 1946;meublé;30.3;36.36;21.21;2021;PARIS;7510728
14;45;Bel-Air;2;1971-1990;meublé;22.5;27.0;15.75;2021;PARIS;7511245
3;62;Muette;2;1946-1970;meublé;28.9;34.7;20.2;2019;PARIS;7511662
2;1;St-Germain-l'Auxerrois;3;Apres 1990;non meublé;24.6;29.5;17.2;2019;PARIS;7510101
10;44;Sainte-Marguerite;1;1946-1970;non meublé;24.1;28.9;16.9;2019;PARIS;7511144
4;6;Vivienne;4;Avant 1946;non meublé;24.8;29.8;17.4;2019;PARIS;7510206
4;8;Bonne-Nouvelle;1;Apres 1990;meublé;32.2;38.6;22.5;2019;PARIS;7510208
4;19;Val-de-Grace;3;1971-1990;meublé;25.8;31.0;18.1;2019;PARIS;7510519
6;66;Plaine de Monceaux;4;1971-1990;meublé;24.6;29.5;17.2;2019;PARIS;7511766
2;16;Notre-Dame;4;Avant 1946;meublé;28.7;34.4;20.1;2019;PARIS;7510416
10;55;Petit-Montrouge;1;Avant 1946;meublé;32.2;38.6;22.5;2019;PARIS;7511455
10;55;Petit-Montrouge;3;Apres 1990;non meublé;22.8;27.4;16.0;2019;PARIS;7511455
2;22;Odeon;4;Apres 1990;non meublé;26.4;31.7;18.5;2019;PARIS;7510622
5;38;Porte-Saint-Denis;2;1971-1990;meublé;25.0;30.0;17.5;2019;PARIS;7511038
5;38;Porte-Saint-Denis;2;Apres 1990;non meublé;24.5;29.4;17.2;2019;PARIS;7511038
1;25;Saint-Thomas-d'Aquin;3;1946-1970;meublé;28.0;33.6;19.6;2019;PARIS;7510725
6;66;Plaine de Monceaux;3;1946-1970;non meublé;22.4;26.9;15.7;2019;PARIS;7511766
11;48;Quinze-Vingts;3;1946-1970;meublé;21.1;25.3;14.8;2019;PARIS;7511248
11;71;Goutte-d'Or;1;Apres 1990;non meublé;23.4;28.1;16.4;2019;PARIS;7511871
5;38;Porte-Saint-Denis;2;Avant 1946;meublé;27.3;32.8;19.1;2019;PARIS;7511038
14;76;Combat;3;1971-1990;meublé;20.0;24.0;14.0;2019;PARIS;7511976
11;40;Hôpital-Saint-Louis;2;1971-1990;non meublé;22.4;26.9;15.7;2019;PARIS;7511040
10;49;Salpêtrière;3;Apres 1990;non meublé;22.8;27.4;16.0;2019;PARIS;7511349
1;28;Gros-Caillou;4;Apres 1990;meublé;33.0;39.6;23.1;2019;PARIS;7510728
5;33;Saint-Georges;2;1971-1990;non meublé;22.1;26.5;15.5;2019;PARIS;7510933
11;41;Folie-Méricourt;1;1971-1990;meublé;27.6;33.1;19.3;2019;PARIS;7511141
5;38;Porte-Saint-Denis;3;1971-1990;non meublé;21.3;25.6;14.9;2019;PARIS;7511038
8;57;Saint-Lambert;2;1971-1990;non meublé;21.9;26.3;15.3;2019;PARIS;7511557
5;33;Saint-Georges;4;Apres 1990;non meublé;20.6;24.7;14.4;2019;PARIS;7510933
13;74;Pont-de-Flandre;3;Apres 1990;non meublé;18.7;22.4;13.1;2019;PARIS;7511974
13;50;Gare;1;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7511350
2;1;St-Germain-l'Auxerrois;3;Avant 1946;meublé;29.6;35.5;20.7;2019;PARIS;7510101
2;4;Place-Vendôme;4;1971-1990;meublé;24.9;29.9;17.4;2019;PARIS;7510104
2;3;Palais-Royal;4;1946-1970;meublé;25.2;30.2;17.6;2019;PARIS;7510103
4;7;Mail;2;Avant 1946;non meublé;27.3;32.8;19.1;2019;PARIS;7510207
2;3;Palais-Royal;3;1971-1990;non meublé;22.2;26.6;15.5;2019;PARIS;7510103
4;7;Mail;1;1946-1970;meublé;33.0;39.6;23.1;2019;PARIS;7510207
11;54;Parc-de-Montsouris;4;Apres 1990;meublé;23.8;28.6;16.7;2019;PARIS;7511454
4;14;Saint-Gervais;4;Avant 1946;non meublé;24.8;29.8;17.4;2019;PARIS;7510414
6;58;Necker;3;1946-1970;non meublé;22.4;26.9;15.7;2019;PARIS;7511558
2;22;Odeon;1;Avant 1946;non meublé;32.4;38.9;22.7;2019;PARIS;7510622
11;39;Porte-Saint-Martin;3;1946-1970;meublé;21.1;25.3;14.8;2019;PARIS;7511039
11;77;Belleville;3;Avant 1946;non meublé;22.6;27.1;15.8;2019;PARIS;7512077
9;69;Grandes-Carrières;2;1946-1970;meublé;22.1;26.5;15.5;2019;PARIS;7511869
1;26;Invalides;1;1971-1990;meublé;34.8;41.8;24.4;2019;PARIS;7510726
5;37;Saint-Vincent-de-Paul;3;Avant 1946;meublé;25.3;30.4;17.7;2019;PARIS;7511037
6;65;Ternes;4;Apres 1990;meublé;26.7;32.0;18.7;2019;PARIS;7511765
14;45;Bel-Air;4;1971-1990;meublé;19.2;23.0;13.4;2019;PARIS;7511245
3;32;Europe;1;1946-1970;meublé;31.2;37.4;21.8;2019;PARIS;7510832
9;70;Clignancourt;3;Apres 1990;non meublé;22.4;26.9;15.7;2019;PARIS;7511870
3;63;Porte-Dauphine;2;Apres 1990;non meublé;26.2;31.4;18.3;2019;PARIS;7511663
13;80;Charonne;2;1946-1970;meublé;21.4;25.7;15.0;2019;PARIS;7512080
1;28;Gros-Caillou;4;1971-1990;non meublé;24.1;28.9;16.9;2019;PARIS;7510728
2;1;St-Germain-l'Auxerrois;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510101
5;2;Halles;1;Avant 1946;non meublé;29.1;34.92;20.37;2020;PARIS;7510102
5;35;Faubourg-Montmartre;1;1946-1970;non meublé;26.4;31.7;18.5;2019;PARIS;7510935
11;43;Roquette;2;1946-1970;meublé;25.0;30.0;17.5;2019;PARIS;7511143
11;40;Hôpital-Saint-Louis;3;1971-1990;non meublé;19.4;23.3;13.6;2019;PARIS;7511040
4;11;Archives;1;Avant 1946;meublé;35.4;42.48;24.78;2021;PARIS;7510311
11;54;Parc-de-Montsouris;4;Avant 1946;meublé;23.7;28.4;16.6;2019;PARIS;7511454
2;3;Palais-Royal;2;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510103
2;4;Place-Vendôme;4;Apres 1990;non meublé;26.2;31.44;18.34;2020;PARIS;7510104
2;5;Gaillon;1;1946-1970;non meublé;31.9;38.28;22.33;2020;PARIS;7510205
2;5;Gaillon;1;1946-1970;meublé;36.0;43.2;25.2;2020;PARIS;7510205
2;4;Place-Vendôme;3;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7510104
2;3;Palais-Royal;1;1946-1970;meublé;36.0;43.2;25.2;2020;PARIS;7510103
4;7;Mail;4;1946-1970;meublé;26.0;31.2;18.2;2020;PARIS;7510207
4;8;Bonne-Nouvelle;1;Avant 1946;meublé;35.1;42.12;24.57;2020;PARIS;7510208
4;7;Mail;2;1971-1990;meublé;25.7;30.84;17.99;2020;PARIS;7510207
4;8;Bonne-Nouvelle;3;Apres 1990;meublé;26.0;31.2;18.2;2020;PARIS;7510208
4;8;Bonne-Nouvelle;4;Apres 1990;meublé;28.1;33.72;19.67;2020;PARIS;7510208
4;8;Bonne-Nouvelle;3;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510208
2;5;Gaillon;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510205
4;9;Arts-et-Metiers;3;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7510309
4;10;Enfants-Rouges;3;1946-1970;meublé;24.3;29.16;17.01;2020;PARIS;7510310
4;11;Archives;4;Avant 1946;meublé;28.4;34.08;19.88;2020;PARIS;7510311
4;11;Archives;2;1946-1970;non meublé;22.8;27.36;15.96;2020;PARIS;7510311
10;18;Jardin-des-Plantes;4;Avant 1946;non meublé;20.6;24.72;14.42;2020;PARIS;7510518
4;17;Saint-Victor;2;1946-1970;meublé;25.8;30.96;18.06;2020;PARIS;7510517
4;11;Archives;4;Apres 1990;meublé;28.1;33.72;19.67;2020;PARIS;7510311
10;18;Jardin-des-Plantes;1;Avant 1946;non meublé;29.0;34.8;20.3;2020;PARIS;7510518
10;18;Jardin-des-Plantes;2;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7510518
10;18;Jardin-des-Plantes;2;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510518
2;13;Saint-Merri;2;Avant 1946;non meublé;28.2;33.84;19.74;2020;PARIS;7510413
10;18;Jardin-des-Plantes;3;1971-1990;meublé;24.6;29.52;17.22;2020;PARIS;7510518
2;13;Saint-Merri;1;1971-1990;meublé;31.5;37.8;22.05;2020;PARIS;7510413
2;13;Saint-Merri;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510413
2;13;Saint-Merri;4;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7510413
10;18;Jardin-des-Plantes;3;Avant 1946;meublé;26.3;31.56;18.41;2020;PARIS;7510518
2;15;Arsenal;3;1946-1970;non meublé;21.7;26.04;15.19;2020;PARIS;7510415
1;27;Ecole-Militaire;2;Apres 1990;meublé;33.2;39.84;23.24;2020;PARIS;7510727
2;21;Monnaie;3;Avant 1946;non meublé;27.2;32.64;19.04;2020;PARIS;7510621
2;21;Monnaie;2;1971-1990;non meublé;25.3;30.36;17.71;2020;PARIS;7510621
4;19;Val-de-Grace;1;Apres 1990;non meublé;28.4;34.08;19.88;2020;PARIS;7510519
1;27;Ecole-Militaire;4;Avant 1946;meublé;31.9;38.28;22.33;2020;PARIS;7510727
1;25;Saint-Thomas-d'Aquin;2;Avant 1946;meublé;32.0;38.4;22.4;2020;PARIS;7510725
2;21;Monnaie;1;1971-1990;meublé;31.5;37.8;22.05;2020;PARIS;7510621
1;27;Ecole-Militaire;1;Apres 1990;non meublé;35.0;42.0;24.5;2020;PARIS;7510727
2;16;Notre-Dame;1;1946-1970;non meublé;31.9;38.28;22.33;2020;PARIS;7510416
4;19;Val-de-Grace;4;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7510519
2;24;Saint-Germain-des-Prés;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510624
1;27;Ecole-Militaire;3;Apres 1990;non meublé;28.3;33.96;19.81;2020;PARIS;7510727
1;25;Saint-Thomas-d'Aquin;2;Apres 1990;meublé;33.2;39.84;23.24;2020;PARIS;7510725
2;22;Odeon;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510622
1;26;Invalides;4;Apres 1990;non meublé;29.9;35.88;20.93;2020;PARIS;7510726
11;39;Porte-Saint-Martin;4;Avant 1946;meublé;24.2;29.04;16.94;2020;PARIS;7511039
3;32;Europe;2;Avant 1946;non meublé;25.0;30.0;17.5;2020;PARIS;7510832
2;29;Champs-Elysées;2;Apres 1990;non meublé;26.7;32.04;18.69;2020;PARIS;7510829
5;38;Porte-Saint-Denis;2;Apres 1990;meublé;28.3;33.96;19.81;2020;PARIS;7511038
5;33;Saint-Georges;1;1971-1990;meublé;30.3;36.36;21.21;2020;PARIS;7510933
5;33;Saint-Georges;1;Apres 1990;non meublé;27.9;33.48;19.53;2020;PARIS;7510933
10;49;Salpêtrière;4;1946-1970;non meublé;20.6;24.72;14.42;2020;PARIS;7511349
5;38;Porte-Saint-Denis;1;Apres 1990;meublé;31.5;37.8;22.05;2020;PARIS;7511038
1;28;Gros-Caillou;4;Apres 1990;non meublé;29.9;35.88;20.93;2020;PARIS;7510728
5;35;Faubourg-Montmartre;4;1971-1990;meublé;24.5;29.4;17.15;2020;PARIS;7510935
2;34;Chaussée-d'Antin;4;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7510934
3;32;Europe;4;Avant 1946;meublé;26.8;32.16;18.76;2020;PARIS;7510832
5;33;Saint-Georges;1;1946-1970;non meublé;28.0;33.6;19.6;2020;PARIS;7510933
11;40;Hôpital-Saint-Louis;2;1971-1990;non meublé;22.9;27.48;16.03;2020;PARIS;7511040
2;30;Faubourg-du-Roule;3;1946-1970;meublé;24.5;29.4;17.15;2020;PARIS;7510830
2;30;Faubourg-du-Roule;3;1971-1990;non meublé;22.3;26.76;15.61;2020;PARIS;7510830
4;20;Sorbonne;3;Apres 1990;meublé;26.0;31.2;18.2;2020;PARIS;7510520
5;37;Saint-Vincent-de-Paul;3;1946-1970;meublé;22.9;27.48;16.03;2020;PARIS;7511037
5;33;Saint-Georges;4;1971-1990;non meublé;21.7;26.04;15.19;2020;PARIS;7510933
5;36;Rochechouart;2;1971-1990;meublé;25.3;30.36;17.71;2020;PARIS;7510936
5;36;Rochechouart;2;Apres 1990;non meublé;25.0;30.0;17.5;2020;PARIS;7510936
2;30;Faubourg-du-Roule;1;1946-1970;non meublé;31.9;38.28;22.33;2020;PARIS;7510830
2;34;Chaussée-d'Antin;2;1946-1970;meublé;30.2;36.24;21.14;2020;PARIS;7510934
1;28;Gros-Caillou;4;1971-1990;non meublé;24.5;29.4;17.15;2020;PARIS;7510728
11;40;Hôpital-Saint-Louis;1;1971-1990;non meublé;25.4;30.48;17.78;2020;PARIS;7511040
11;39;Porte-Saint-Martin;1;1971-1990;non meublé;25.4;30.48;17.78;2020;PARIS;7511039
1;25;Saint-Thomas-d'Aquin;4;1946-1970;non meublé;23.9;28.68;16.73;2020;PARIS;7510725
5;36;Rochechouart;3;Apres 1990;meublé;26.7;32.04;18.69;2020;PARIS;7510936
11;48;Quinze-Vingts;2;Apres 1990;meublé;27.0;32.4;18.9;2020;PARIS;7511248
2;31;Madeleine;4;1971-1990;non meublé;22.2;26.64;15.54;2020;PARIS;7510831
5;36;Rochechouart;2;Apres 1990;meublé;28.3;33.96;19.81;2020;PARIS;7510936
11;40;Hôpital-Saint-Louis;1;Avant 1946;non meublé;28.1;33.72;19.67;2020;PARIS;7511040
14;47;Bercy;1;Avant 1946;meublé;28.5;34.2;19.95;2020;PARIS;7511247
2;31;Madeleine;4;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7510831
2;29;Champs-Elysées;3;1971-1990;meublé;25.2;30.24;17.64;2020;PARIS;7510829
2;29;Champs-Elysées;3;Apres 1990;meublé;27.7;33.24;19.39;2020;PARIS;7510829
14;47;Bercy;1;1971-1990;non meublé;23.1;27.72;16.17;2020;PARIS;7511247
14;47;Bercy;1;1971-1990;meublé;26.1;31.32;18.27;2020;PARIS;7511247
13;50;Gare;2;Apres 1990;non meublé;21.0;25.2;14.7;2020;PARIS;7511350
11;40;Hôpital-Saint-Louis;3;Avant 1946;non meublé;23.0;27.6;16.1;2020;PARIS;7511040
10;42;Saint-Ambroise;3;Avant 1946;non meublé;23.3;27.96;16.31;2020;PARIS;7511142
3;64;Chaillot;2;1946-1970;non meublé;25.8;30.96;18.06;2020;PARIS;7511664
6;58;Necker;3;Avant 1946;meublé;28.0;33.6;19.6;2020;PARIS;7511558
5;52;Croulebarbe;4;1946-1970;non meublé;21.5;25.8;15.05;2020;PARIS;7511352
10;67;Batignolles;4;Apres 1990;non meublé;23.5;28.2;16.45;2020;PARIS;7511767
6;66;Plaine de Monceaux;3;1946-1970;meublé;25.3;30.36;17.71;2020;PARIS;7511766
10;55;Petit-Montrouge;3;1946-1970;non meublé;20.7;24.84;14.49;2020;PARIS;7511455
10;55;Petit-Montrouge;3;1946-1970;meublé;23.4;28.08;16.38;2020;PARIS;7511455
7;60;Javel 15Art;4;Avant 1946;meublé;25.5;30.6;17.85;2020;PARIS;7511560
6;66;Plaine de Monceaux;2;Apres 1990;meublé;27.1;32.52;18.97;2020;PARIS;7511766
10;44;Sainte-Marguerite;1;1946-1970;meublé;27.6;33.12;19.32;2020;PARIS;7511144
7;59;Grenelle;2;Avant 1946;meublé;27.2;32.64;19.04;2020;PARIS;7511559
10;67;Batignolles;4;1946-1970;non meublé;20.6;24.72;14.42;2020;PARIS;7511767
12;56;Plaisance;1;1971-1990;non meublé;25.6;30.72;17.92;2020;PARIS;7511456
11;68;Epinettes;1;Apres 1990;meublé;27.2;32.64;19.04;2020;PARIS;7511768
11;54;Parc-de-Montsouris;4;Apres 1990;meublé;21.9;26.28;15.33;2020;PARIS;7511454
10;55;Petit-Montrouge;1;1971-1990;non meublé;26.6;31.92;18.62;2020;PARIS;7511455
5;52;Croulebarbe;1;Avant 1946;non meublé;29.1;34.92;20.37;2020;PARIS;7511352
5;53;Montparnasse;2;1971-1990;non meublé;22.4;26.88;15.68;2020;PARIS;7511453
7;60;Javel 15Art;2;Avant 1946;non meublé;24.1;28.92;16.87;2020;PARIS;7511560
10;55;Petit-Montrouge;4;1971-1990;meublé;24.9;29.88;17.43;2020;PARIS;7511455
10;55;Petit-Montrouge;4;Apres 1990;meublé;26.6;31.92;18.62;2020;PARIS;7511455
3;63;Porte-Dauphine;3;Apres 1990;non meublé;24.1;28.92;16.87;2020;PARIS;7511663
8;57;Saint-Lambert;3;Avant 1946;meublé;25.3;30.36;17.71;2020;PARIS;7511557
3;63;Porte-Dauphine;2;Avant 1946;non meublé;25.0;30.0;17.5;2020;PARIS;7511663
12;56;Plaisance;3;Avant 1946;meublé;24.7;29.64;17.29;2020;PARIS;7511456
12;56;Plaisance;2;Avant 1946;meublé;28.4;34.08;19.88;2020;PARIS;7511456
5;52;Croulebarbe;2;1946-1970;non meublé;23.7;28.44;16.59;2020;PARIS;7511352
7;61;Auteuil;3;1971-1990;non meublé;21.8;26.16;15.26;2020;PARIS;7511661
11;68;Epinettes;4;1971-1990;non meublé;20.7;24.84;14.49;2020;PARIS;7511768
5;53;Montparnasse;2;Apres 1990;meublé;28.3;33.96;19.81;2020;PARIS;7511453
11;68;Epinettes;2;Avant 1946;meublé;27.3;32.76;19.11;2020;PARIS;7511768
8;57;Saint-Lambert;1;1946-1970;non meublé;24.6;29.52;17.22;2020;PARIS;7511557
3;64;Chaillot;1;1971-1990;non meublé;29.4;35.28;20.58;2020;PARIS;7511664
14;79;Père-Lachaise;4;Apres 1990;meublé;23.8;28.56;16.66;2020;PARIS;7512079
5;35;Faubourg-Montmartre;1;Avant 1946;meublé;32.9;39.48;23.03;2020;PARIS;7510935
13;73;Villette;2;1971-1990;non meublé;17.9;21.48;12.53;2020;PARIS;7511973
13;72;La Chapelle;3;1971-1990;meublé;18.9;22.68;13.23;2020;PARIS;7511872
13;75;Amérique;1;Avant 1946;non meublé;26.0;31.2;18.2;2020;PARIS;7511975
13;74;Pont-de-Flandre;1;1946-1970;non meublé;22.9;27.48;16.03;2020;PARIS;7511974
6;66;Plaine de Monceaux;4;Avant 1946;non meublé;23.6;28.32;16.52;2020;PARIS;7511766
14;76;Combat;4;Apres 1990;non meublé;21.1;25.32;14.77;2020;PARIS;7511976
11;71;Goutte-d'Or;2;1946-1970;meublé;25.0;30.0;17.5;2020;PARIS;7511871
13;73;Villette;4;1946-1970;non meublé;14.6;17.52;10.22;2020;PARIS;7511973
9;70;Clignancourt;3;1946-1970;meublé;20.5;24.6;14.35;2020;PARIS;7511870
13;78;Saint-Fargeau;3;Avant 1946;meublé;23.1;27.72;16.17;2020;PARIS;7512078
14;76;Combat;3;Apres 1990;non meublé;22.3;26.76;15.61;2020;PARIS;7511976
9;69;Grandes-Carrières;4;1946-1970;non meublé;16.9;20.28;11.83;2020;PARIS;7511869
13;78;Saint-Fargeau;1;1946-1970;meublé;25.9;31.08;18.13;2020;PARIS;7512078
13;74;Pont-de-Flandre;3;Avant 1946;meublé;23.1;27.72;16.17;2020;PARIS;7511974
13;75;Amérique;4;1971-1990;meublé;17.0;20.4;11.9;2020;PARIS;7511975
7;60;Javel 15Art;4;Apres 1990;meublé;26.4;31.68;18.48;2020;PARIS;7511560
13;74;Pont-de-Flandre;2;1946-1970;meublé;21.6;25.92;15.12;2020;PARIS;7511974
13;73;Villette;3;1971-1990;meublé;18.9;22.68;13.23;2020;PARIS;7511973
9;69;Grandes-Carrières;3;1946-1970;meublé;20.5;24.6;14.35;2020;PARIS;7511869
13;72;La Chapelle;2;Apres 1990;meublé;23.7;28.44;16.59;2020;PARIS;7511872
9;70;Clignancourt;4;Apres 1990;meublé;22.6;27.12;15.82;2020;PARIS;7511870
7;61;Auteuil;1;1946-1970;non meublé;25.3;30.36;17.71;2020;PARIS;7511661
13;80;Charonne;4;1946-1970;non meublé;14.6;17.52;10.22;2020;PARIS;7512080
